name,affiliation,country
Sandhya Castelino,SPRINT CORPORATION,US
Sandoche Balakrichenan,AFNIC,FR
Sandra Murphy,PARSONS,US
Sandra Osafo,"UNIVERSITY OF PROFESSIONAL STUDIES, ACCRA",GH
Sandro Lopes,MACK,BR
Sandy Breeze,CLARANET LTD,GB
Sandy Ginoza,AMS,US
Sang Tae Kim,KYUNGPOOK NATIONAL UNIVERSITY,KR
Sang Uk Woo,SUNGKYUNKWAN UNIVERSITY,KR
Sang-Jun Moon,"SAMSUNG ELECTRONICS CO, LTD",KR
Sanghak Oh,SKKU,KR
Sanghong Ahn,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KR
Sanghong An,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KR
Sanghwan Park,KISA KOREAN INFORMATION SECURITY AGENCY,KR
Sangjin Jeong,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Sangjin Son,PROTOCOL LABS,KR
Sangyoub Kim,"SAMSUNG ELECTRONICS CO, LTD",KR
Sanjay Basu,VCE,US
Sanjay Chalikar,CISNET INC.,IN
Sanjay Hooda,CISCO SYSTEMS INC,US
Sanjay Khanna,FOUNDRY NETWORKS,US
Sanjay Mehta,"ESPIAL, INC.",US
Sanjay Mishra,VERIZON,US
Sanjay Wadhwa,NOKIA,US
Sanjaykumar Pangaonkar,AMARA COMMUNICATION MYANMAR LTD,MM
Sanjiv Kapoor,ILLINOIS INSTITUTE OF TECHNOLOGY,US
Sanjoy Bardhan,INFINERA CORP,US
Sankalp Bagaria,CDAC,IN
Sankung Ba Jabbi,QNET,GM
Sanna Sonko,GAMBIA POLICE FORCE,GM
Sanna Sonko,GAMBIA POLICE FORCE,GA
Santanu De,XORIANT CORPORATION,IN
Santehcnic San,INDONESIA,ID
Santhosh N,CISCO SYSTEMS INC,IN
Santiago Alvarez,CISCO SYSTEMS INC,US
Santiago Carot,TWILIO,ES
Santiago Freitas,CISCO SYSTEMS INC,GB
Santiago Ramirez,UNL,EC
Santiago Rodrigo,UNIVERSITAT POLITECNICA DE CATALUNYA,ES
Santosh Devnath,AMITY UNIVERSITY,IN
Santosh Easale,JUNIPER NETWORKS,US
Santosh Kandi,DTCC,US
Santosh Pallagatti Kotrabasappa,VMWARE,IN
Sapna Rawekar,HUDDERSFIELD UNIVERSITY,UA
Sara Alkokhon,UOFT,CA
Sara Archacki,CENTER FOR INTERNET SECURITY,US
Sara Chopra,AMITY UNIVERSITY,IN
Sara Dickinson,SINODUN,GB
Sara El Hamdani,MOULAY ISMAIL UNIVERSITY OF MEKNES,MA
Sara Marcolla,EUROPOL,NL
Sarah Banks,CORELIGHT INC,US
Sarah Laplante,JIGSAW,US
Sarang Wi,SUNGKYUNKWAN UNIVERSITY,KR
Sardjoeni Moedjiono,"NATIONAL ICT COUNCIL, MINISTRY OF CIT, REPUBLIC OF INDONESIA",ID
Saritha Ealla,JUNIPER NETWORKS,US
Sarma Vangala,APPLE INC.,US
Sarmad Hussain,ICANN,PK
Sarvesh Kulkarni,VILLANOVA UNIVERSITY,US
Sascha Pollok,IPHH GMBH,DE
Saseekala Murugan,M.G.R COLLEGE,IN
Sasha Ruditsky,RADVISION,IL
Satham Ushan Mohamed John,VEL TECH MULTI TECH ENGINEERING COLLEGE,IN
Sathiya Kumaran Mani,UNIVERSITY OF WISCONSIN,US
Sati-Satmer Dapel,UNIVERSITY OF JOS,NG
Satinder Bhalla,MHA,IN
Satish Anamalamudi,SRM UNIVERSITY-AP,IN
Satish Kanna,PACKET DESIGN,US
Satish Karunanidhi,HUAWEI TECHNOLOGIES,IN
Satish Karunanithi,HUAWEI TECHNOLOGIES,IN
Satish Raghunath,JUNIPER NETWORKS,US
Satochi Kamei,NTT,JP
Satoru Harada,HITACHI LTD,JP
Satoru Izumi,TOHOKU UNIVERSITY,JP
Satoru Kanno,LEPIDUM CO. LTD.,JP
Satoru Matsushima,SOFTBANK MOBILE CORP.,JP
Satoru Nakamura,KDDI CORPORATION,JP
Satoru Takagishi,PANASONIC CORPORATION,JP
Satoshi Inoue,JUNIPER NETWORKS,JP
Satoshi Kamei,NTT,JP
Satoshi Katsuno,KDDI CORPORATION,JP
Satoshi Kishimoto,KDDI CORPORATION,JP
Satoshi Kubota,JPNE,JP
Satoshi Nishiyama,NTT,JP
Satoshi Nishizawa,BIT-ISLE INC.,JP
Satoshi Ogawa,CISCO SYSTEMS INC,JP
Satoshi Ueno,NTT,JP
Satoshi Usui,FURUKAWA ELECTRIC,JP
Satoshi Yamamori,FREEBIT,JP
Satoshi Yokota,HIJIYAMA UNIVERSITY,JP
Satou Tezuka,TOKYO UNIVERSITY OF TECHNOLOGY,JP
Satpal Singh,NIVADHA,IN
Satrou Matsushima,SOFTBANK MOBILE CORP.,JP
Satyajayant Misra,NEW MEXICO STATE UNIVERSITY,US
Satyam Sinha,ALCATEL-LUCENT S.A,US
Sau Man Lo,GEORGIA INSTITUTE OF TECHNOLOGY,US
Sauli Kiviranta,DELTA CYGNI LABS LTD.,FI
Saulo Da Silva,ICAO,CA
Saumitra Das,QUALCOMM INC,US
Saurabh Chattopadhyay,HCL TECHNOLOGIES,IN
Saurabh Nair,CISCO SYSTEMS INC,IN
Saurabh Saxena,"AMITY UNIVERSITY ,HARYANA INDIA",IN
Saurabh Shrivastava,ALCATEL-LUCENT S.A,US
Saurabh Srivastava,NEC CORPORATION,IN
Savitha Rathinasamy,NIL,IN
Scot Loach,ATERLO NETWORKS,CA
Scott Barvick,CORERO NETWORK SECURITY,US
Scott Brown,OCTOSHAPE,US
Scott Burleigh,JET PROPULSION LAB,US
Scott Cantor,OHIO STATE UNIVERSITY,US
Scott Corson,SONUS NETWORKS LIMITED,US
Scott Fluhrer,CISCO SYSTEMS INC,US
Scott Geba,"ARISTA NETWORKS, INC.",US
Scott Gross,VERIZON,US
Scott Hollenbeck,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Scott Kelly,ARUBA NETWORKS,US
Scott Lawrence,NORTEL NETWORKS LIMITED,US
Scott Leibrand,LIMELIGHT NETWORKS,US
Scott Lindsay,BLUECAT NETWORKS,CA
Scott Madley,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Scott Mansfield,ERICSSON AB,US
Scott Mcglashan,HEWLETT-PACKARD COMPANY,SE
Scott Palmquist,CIPHEROPTICS,US
Scott Poretsky,ALLOT COMMUNICATIONS LTD,US
Scott Rea,DIGITALTRUST,AE
Scott Reynolds,ZEUGMA SYSTEMS,CA
Scott Rose,U.S. DEPARTMENT OF COMMERCE,US
Scott Whyte,GOOGLE,US
Sean Baseri,NEUSTAR INC,US
Sean Gillies,MAPBOX,US
Sean Leonard,"PENANGO, INC.",US
Sean Mccreary,CRYPTOLECT,US
Sean Mentzer,JUNIPER NETWORKS,US
Sean Sheedy,ARRIS GROUP,US
Sean Wu,JUNIPER NETWORKS,US
Sebastiaan Deckers,COMMONS HOST,SG
Sebastian Castro Avila,NEW ZEALAND REGISTRY SERVICES,NZ
Sebastian Dittrich,DEUTSCHE TELEKOM AG,DE
Sebastian Gruner,GOLEM.DE,DE
Sebastian Hagedorn,UNIVERSITY OF COLOGNE,DE
Sebastian Kiesel,UNIVERSITY OF STUTTGART,DE
Sebastian Kubisch,SIEMENS AG,DE
Sebastian Meier,ISARNET SOFTWARE SOLUTIONS GMBH,DE
Sebastian Motta,SECRETARIA LEGAL Y TECNICA,AR
Sebastian Neuner,SELFNET,DE
Sebastian Robitzsch,INTERDIGITAL COMMUNICATIONS,GB
Sebastian Schrader,TECHNICAL UNIV. OF DRESDEN,DE
Sebastian Sonntag,AALTO UNIVERSITY,FI
Sebastian Werner,ENACOM,AR
Sebastien Bachollet,ICANN,FR
Sebastien Decugis,NICT - NATIONAL INSTITUTE FOR INFORMATION AND COMMUNICATIONS TECHNOLOGY,JP
Sebastien Jobert,ORANGE SA,FR
Sebastien Soriano,ARCEP,FR
Sebastien Ziegler,MANDAT INTERNATIONAL,CH
Seedy Bangura,MINISTRY OF FINANCE AND ECONOMIC AFFAIRS,GM
Seedy Gai,THE GAMBIA TELECOMMUNICATION COMPANY LTD,GM
Sehui Lee,KT CORPORATION,KR
Seif Hammami,INSTITUTE TELECOM SUDPARIS,FR
Seigo Kishiba,HIROSHIMA UNIVERSITY,JP
Seiichi Kawamura,NEC CORPORATION,JP
Seiichi Morikawa,CISCO SYSTEMS INC,JP
Seiichi Sakaya,NTT,JP
Seiichiro Mizoguchi,KYUSHU UNIVERSITY,JP
Seiki Kuwabara,NTT,JP
Seiki Tokunaga,HIROSHIMA UNIVERSITY,JP
Sein Myung,PROTOCOL LABS,KR
Selasie Brown,CODED CLUB UPSA,GH
Seluvaia Kauvaka,MEIDECC,TO
Selvamani Ramasamy,CIENA CORP,US
Semyon Mizikovsky,ALCATEL-LUCENT S.A,US
Senad Palislamovic,NOKIA,US
Sene Evelyne Joane Sene,AUTORITE AEROPORTUAIRE NATIONALE,HT
Senequa Fulton,CHILD OF GOD,MO
Seng Kyoun Jo,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Seni Fati,AUTORITE DE REGULATION DES TELECOMMUNICATIONS ET DES POSTES SENEGAL,SN
Senthil Dhanaraj,HUAWEI TECHNOLOGIES,IN
Senthil Sengodan,NOKIA,US
Senthil Sivakumar,CISCO SYSTEMS INC,US
Senthil Velayutham,MICROSOFT,US
Senyonjo Hebert,PAY TIME AFRICA,UG
Seok-Kap Ko,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Seokung Yoon,KISA KOREAN INFORMATION SECURITY AGENCY,KR
Seoyun Choi,SANGMYUNG UNIVERSITY,KR
Serge Alexis,RIKA PRODUCTION,HT
Serge Fundi Etelembongo,ASNTIC - ONG ECOSOC,CD
Serge Lachapelle,GOOGLE,SE
Serge Manning,SPRINT CORPORATION,US
Serge Radovcic,RIPE NCC,NL
Sergei Gerasimtchouk,GOOGLE,US
Sergej Goloborodko,RABOBANK,NL
Sergey Fomin,NOKIA,RU
Sergey Myasoedov,NETART GROUP,CZ
Sergey Slovetskiy,ERICSSON AB,CA
Serghei Voitovschii,MINISTRY OF INFORMATION TECHNOLOGY AND COMMUNICATIONS,MD
Sergi Rene,UNIVERSITY COLLEGE LONDON,GB
Sergio Aguilar,UNIVERSITAT POLITECNICA DE CATALUNYA,SN
Sergio Amorim,UFAL-UNIVERSIDADE FEDERAL DE ALAGOAS,BR
Sergio Belotti,NOKIA,IT
Sergio De Cola Chechile,MIEM-DINATEL,UY
Sergio Garcia Murillo,COSMO SOFTWARE,ES
Sergio Mena,CISCO SYSTEMS INC,CH
Sergio Prado,TELECE S.A.,BO
Serhii Slipenko,OPEN-XCHANGE GMBH,ES
Serpil Bayraktar,CISCO SYSTEMS INC,US
Seth Blank,VALIMAIL,US
Seth Schoen,ELECTRONIC FRONTIER FOUNDATION,US
Seung Hun Oh,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Seung Wook Jung,SOONGSIL UNIVERSITY,KR
Seung Yoo,AJOU UNIVERSITY,KR
Seung-Hun Oh,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Seung-Ik Lee,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Seung-Wha Yoo,AJOU UNIVERSITY,KR
Seungwon Shin,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KR
Seweryn Dynerowicz,FUNDP,BE
Seyed Hossein Mortazavi,UNIVERSITY OF TORONTO,CA
Sezen Yesil,ICT AUTHORITY OF TURKEY,TR
Shabbir Ali,ZONG-CMPAK,PK
Shachar Katz,ORCKIT-CORRIGENT,IL
Shadrach Ankrah,DIGITAL GRASSROOTS,GH
Shah Rahman,ERICSSON AB,US
Shah Zahidur Rahman,AUGERE WIRLESS BROADBAND BANGLADESH LTD,BD
Shahanaj Begum,ASPIRETECH SERVICES AND SOLUTIONS LIMITED,BA
Shahid Akhtar,ALCATEL-LUCENT S.A,US
Shahid Raza,RISE,SE
Shahryar Khan,MAKKAYS,PK
Shaibal Chakrabarty,US-IGNITE,US
Shailashree K,CSG,IN
Shailesh Gupta,TATA COMMUNICATIONS,IN
Shajalal Jewel,WORLD YOUTH BANK - SOUTH ASIAN INFORMATION AND MEDIA CENTRE,NP
Shakeeb Rahmati,MINISTRY OF INFORMATION AND CULTURE,AF
Shakila Powell,KILAJUSTFORU.COM,MS
Shakti Maan,DELHI INSTITUTE OF ADVANCED STUDIES,IN
Shalu R,"CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING, THIRUVANANTHAPURAM",IN
Shalu Rajendran,"CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING, THIRUVANANTHAPURAM",IN
Shamar Ward,UNIVERSITY OF THE WEST INDIES CAVE HILL CAMPUS,BB
Shamim Akbar Rahman,INTERDIGITAL COMMUNICATIONS,CA
Shamim Rahman,INTERDIGITAL COMMUNICATIONS,CA
Shamit Bhat,GSM ASSOCIATION,GB
Shamiya Ommie,GLOBAL VOICE TELECOM LIMITED,BD
Shamsideen Adebayo,"LAGOS STATE POLYTECHNIC, IKORODU",NG
Shane Amante,APPLE INC.,US
Shane Kerr,ORACLE,NL
Shankar Raman Madras Jayaraman,INDIAN INSTITUTE OF TECHNOLOGY,IN
Shankaranarayanan Ramamurthy,EXREME NETWORKS,IN
Shantidev Mohanty,INTEL CORPORATION,US
Shaowen Ma,JUNIPER NETWORKS,SG
Shaowen Zheng,CMCC - CHINA MOBILE COMMUNICATIONS CORPORATION,CN
Sharad Birmiwal,"ARISTA NETWORKS, INC.",CA
Sharam Hakimi,EXFO ELECTRO-OPTICAL ENGINEERING,US
Shariq Haseeb,MIMOS BERHAD,MY
Sharon Barkai,NEXAR,IL
Sharon Boeyen,ENTRUST LIMITED,CA
Sharon Chisholm,NORTEL NETWORKS LIMITED,CA
Sharon Goldberg,BOSTON UNIVERSITY,US
Sharon Wodjenski,NEUSTAR INC,US
Shashank Gupta,DELHI INSTITUTE OF ADVANCED STUDIES,IN
Shaun Cooley,CISCO SYSTEMS INC,US
Shaun Courtney,CYBERSMART,ZA
Shaun Johnson,LINUXMAGIC,CA
Shaun Kaplan,CAPE PENINSULA UNIVERSITY OF TECHNOLOGY,ZA
Shaunte Anderson,ICANN,US
Shawn Emery,ORACLE,CO
Shawn Lin,TONGJI UNIVERSITY,CN
Shawn Mullen,IBM,US
Shawn Weiso,PSCC,US
Shawn Zandi,LINKEDIN,US
Shawna Finnegan,APC,CA
Shayan Eskandari,CONCORDIA UNIVERSITY,CA
Shazia Afreen,AMITY UNIVERSITY,IN
Sheela Rowles,CISCO SYSTEMS INC,US
Sheena Khadzar,SILICON SDN. BHD.,MY
Shehar Bano,UNIVERSITY COLLEGE LONDON,GB
Shehzad Mirza,GLOBAL CYBER ALLIANCE,US
Sheikh Sadeque Ali,DIGISOFT,BD
Sheku Kpana,MINISTRY OF INFORMATION AND COMMUNICATIONS,SL
Sheldon Penney,SHAW CABLESYSTEMS,CA
Shen Yan,HUAWEI TECHNOLOGIES,CN
Sheneela Naz,"M.A.JINNAH UNIVERSITY ISLAMABAD, PAKISTAN",PK
Sheng Fang,HUAWEI TECHNOLOGIES,CN
Sheriff Master Jallow,GOLDEN BEACH HOTEL,GM
Shi Hui Duan,CHINA ACADEMY OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,CN
Shibendu Debbarma,TRIPURA UNIVERSITY,IN
Shibu Piriyath,JUNIPER NETWORKS,IN
Shigeki Goto,WASEDA UNIVERSITY,JP
Shigeru Akiyama,CISCO SYSTEMS INC,JP
Shigeru Miyake,HITACHI LTD,JP
Shigeya Suzuki,KEIO UNIVERSITY,JP
Shihui Hu,HUAWEI TECHNOLOGIES,CN
Shijun Sun,MICROSOFT,US
Shikulo Kaulo,NUST,NA
Shili Duan,ZTE,CN
Shimhanda Christine,NUST,NA
Shin Dong-Pyeong,"KOREA, SOONCHUNHYAG UNIVERSITY",KR
Shin Maruyama,"CO-CONV, CORP.",JP
Shin Miyakawa,NTT,JP
Shingo Ata,OSAKA CITY UNIVERSITY,JP
Shingo Ichii,UNIVERSITY OF TOKYO,JP
Shingo Kashima,NTT,JP
Shingo Kudo,SOFTBANK MOBILE CORP.,JP
Shingo Okada,NTT,JP
Shingo Umeshima,YAMAHA CORPORATION,JP
Shinichi Narikage,A.I.CORPORATION,JP
Shinnosuke Suzuki,IWATSU ELECTRIC,JP
Shinsuke Suzuki,ALAXALA NETWORKS CORPORATION,JP
Shinta Sato,JAPAN REGISTRY SERVICES,JP
Shinta Sugimoto,ERICSSON AB,JP
Shintaro Hashimoto,"GRADUATE SCHOOL OF MEDIA DEISGN, KEIO UNIVERSITY",JP
Shintaro Mizuno,NTT,JP
Shinya Nakamura,NEC CORPORATION,JP
Shinya Yamamura,NICT - NATIONAL INSTITUTE FOR INFORMATION AND COMMUNICATIONS TECHNOLOGY,JP
Shiomi Ishizuka,NTT,JP
Shishio Tsuchiya,"ARISTA NETWORKS, INC.",JP
Shitao Li,HUAWEI TECHNOLOGIES,CN
Shiv Sharma,HUAWEI TECHNOLOGIES,IN
Shivan Kaul Sahib,SALESFORCE,CA
Shivani Aggarwal,JUNIPER NETWORKS,US
Sho Saito,NTT,JP
Sho Yamamura,NTT,JP
Shobeir Mirkhan,AVAGLOBAL GMBH,DE
Shogo Fujita,YAMAHA CORPORATION,JP
Shohei Takeuchi,NEC CORPORATION,JP
Shoichi Fukuda,FUJITSU LIMITED,JP
Shoichi Sakane,CISCO SYSTEMS INC,JP
Shoichiro Seno,TOKUSHIMA BUNRI UNIVERSITY,JP
Shoji Noguchi,JAPAN REGISTRY SERVICES,JP
Shoko Yonezawa,LEPIDUM CO. LTD.,JP
Shota Higaki,HIROSHIMA CITY UNIVERSITY,JP
Shraddha Hegde,JUNIPER NETWORKS,IN
Shridhara Rao,CISCO SYSTEMS INC,IN
Shrinivas Joshi,XORIANT SOLUTIONS.,IN
Shriram Prajapat,KAZIRANGA UNIVERSITY,IN
Shu Liu,CHINA ACADEMY OF INFORMATION COMMUNICATION TECH.,CN
Shu Wang,COMPUTER NETWORK INFORMATION CENTER OF CHINESE ACADEMY OF SCIENC,CN
Shu Yamamoto,NICT - NATIONAL INSTITUTE FOR INFORMATION AND COMMUNICATIONS TECHNOLOGY,JP
Shu-Fang Hsu,TAIWAN NETWORK INFORMATION CENTER,TW
Shuai Gao,BEIJING JIAO TONG UNIVERISTY,CN
Shuai Zhao,TENCENT AMERICA LLC,US
Shuai Zhao,HOME,US
Shuaiyong Li,CHONGQING UNIVERSITY,CN
Shuangjian Liang,HUAWEI TECHNOLOGIES,CN
Shubham Pancholi,HUAWEI TECHNOLOGIES,IN
Shubhranshu Singh,"SAMSUNG ELECTRONICS CO, LTD",IN
Shucheng Liu,HUAWEI TECHNOLOGIES,CN
Shufan Ji,BEIHANG UNIVERSITY,CN
Shuichi Ishihara,NTT,JP
Shuichi Iwase,REFINER INC.,JP
Shuichi Nakamura,NTT,JP
Shuichi Ohkubo,SAKURA INTERNET INC.,JP
Shuichi Okamoto,KDDI CORPORATION,JP
Shuji Nakamura,MITSUBISHI CORPORATION,JP
Shujun Hu,CMCC - CHINA MOBILE COMMUNICATIONS CORPORATION,CN
Shumon Huque,SALESFORCE,US
Shun-Yun Hu,"NATIONAL CENTRAL UNIVERSITY, TAIWAN",TW
Shunsuke Fujieda,UNIVERSITY OF TOKYO,JP
Shunsuke Homma,NTT,JP
Shunsuke Kanegae,NTT,JP
Shunwan Zhuang,HUAWEI TECHNOLOGIES,CN
Shusaku Shimada,SCHUBIQUIST TECHNOLOGIES,JP
Shuyi Chen,ZTE,CN
Shwetha Bhandari,CISCO SYSTEMS INC,IN
Shyam Sethuram,CISCO SYSTEMS INC,IN
Shyhtsun Wu,UNIVERSITY OF CALIFORNIA - DAVIS,US
Shyr-Yuan Cheng,"CHUNGHWA TELECOM CO., LTD",TW
Siafa Sherman,SYNOGY CONSULTING,US
Siamack Ayandeh,HEWLETT-PACKARD COMPANY,US
Siaosi Sovaleni,MEIDECC,TO
Sidali Besbas,ORANGE SA,FR
Siddharth Bajaj,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Siddharth Singh,AMITY UNIVERSITY,IN
Siddharth Vijayakrishnan,GOOGLE,US
Siddhartha Dattagupta,CISCO SYSTEMS INC,US
Sidiki Goita,IMMOBILIER,AD
Sidney Breese,BOEING,US
Sieger Springer,SIDN,NL
Sigfrido Perdomo,DEPOSTITORY TRUST CLEARING CORPORATION,US
Sighwshr Auoryplj,ACUNETIX,AF
Sigmund Fidyke,ICANN,US
Sigvart Hovland,NORDIC SEMICONDUCTOR,NO
Sileshi Yalew,KTH - ROYAL INSTITUTE OF TECHNOLOGY,SE
Silke Peters,FRAUNHOFER GESELLSCHAFT,DE
Silvana Rodrigues,ZARLINK SEMICONDUCTOR,CA
Silverio Villavieja,WILLIAM COLLEGE,AG
Silvia Albuquerque,CEFET-MG,BR
Simeon Lisec,TELEKOM SLOVENIJE,SI
Simo Veikkolainen,NOKIA,FI
Simon Aylett,KITTENS WITH JETPACKS,GB
Simon Bakari,"UNIVERSITY OF PROFESSIONAL STUDIES, ACCRA",GH
Simon Balthazar,TANZANIA NETWORK INFORMATION CENTRE,TZ
Simon Banks,CGI,GB
Simon Bouget,RISE,SE
Simon Broom,NETSCOUT SYSTEMS INC,GB
Simon Cimzar,ISKRATEL,SI
Simon Dredge,METASWITCH NETWORKS LTD.,US
Simon Duquennoy,RISE SICS,SE
Simon Edwards,SE LABS,GB
Simon Frost,ARM LIMITED,GB
Simon Horman,NETRONOME,US
Simon Josefsson,SJD AB,SE
Simon Leet,MICROSOFT,US
Simon Leinen,SWITCH,CH
Simon Lemay,ZEBRA TECHNOLOGIES CORPORATION,CA
Simon Mantey,IBM,GH
Simon Mizikovsky,ALCATEL-LUCENT S.A,US
Simon Perreault,LOGMEIN,CA
Simon Pietro Romano,"MEETECHO S.R.L,",IT
Simon Raveh,ICANN,US
Simon Rieche,RWTH AACHEN UNIVERSITY,DE
Simon Scherrer,ETH ZURICH,CH
Simon Seruyinda,AFRINIC,MU
Simon Wachiuri,VECTRUS INC,KE
Simon Wunderlich,TECHNICAL UNIV. OF DRESDEN,DE
Simone Colombo,SIAE MICROELETTRONICA,IT
Simone Ferlin,ERICSSON AB,SE
Simone Mangiante,VODAFONE GROUP PLC,GB
Simone Oliveira,SIMULA RESEARCH LABORATORY,NO
Simran Patil,UIUC,US
Simranjyot Suri,ALCATEL-LUCENT S.A,US
Sina Mirtorabi,CISCO SYSTEMS INC,US
Sion Lloyd,NOMINET,GB
Sireh Samateh,GAMBIA TELECOMMUNICATION COMPANY LIMITED,GM
Sirine Hijal,GLOBAL AFFAIRS CANADA,CA
Siripong Franzen,DEUTSCHE TELEKOM AG,DE
Sivabaskaran Kumarasamy,CAPGEMINI,IN
Sivakumar V Boyalakuntla,BRUHASPATHI,GB
Sivasambu Brabaakaran,SINGTEL OPTUS,AU
Sivasothy Shanmugalingam,ACKLIO,FR
Slawomir Kuklinski,ORANGE SA,PL
Smitha Vinod,CHRIST UNIVERSITY,IN
Smooth Krook,SMOOTHKRIMINALZ,US
Snigdho Bardalai,INFINERA CORP,US
Sofia Celi,CENTRO DE AUTONOMIA DIGITAL,EC
Sofiane Hassayoun,ENST BRETAGNE,FR
Sofiane Imadali,CEA -- CONSUMER ELECTRONICS ASSOCIATION,FR
Sohail Raza,INTER SMART SOLUTION,PK
Sohee Jin,"TELECOMMUNICATIONS TECHNOLOGY ASSOCIATION, TTA",KR
Soheil Hassas Yeganeh,GOOGLE,US
Sohel Khan,NORTHWESTERN UNIVERSITY,US
Sohrab Keramat,PKT,IR
Sokvantha Youk,TELCOTECH,KH
Sokwoo Rhee,PRESIDENTIAL INNOVATION FELLOW,US
Solange Doumun,LARIT,CI
Solazver Sole,LOS ANDES UNIVERSITY,VE
Solomon Allotey,"UNIVERSITY OF PROFESSIONAL STUDIES, ACCRA",GH
Solomon Kembo,UNIVERSITY OF ZIMBABWE,ZW
Solomon Ogunbowale,UNIVERSITY OF LAGOS,NG
Solomon Oyerinde,GATEWAY POLYTECHNIC SAAPADE,NG
Solomon Prah,KAPPLEX ENTERPRISE,GH
Solomon Thomas,RAJIFAD UNITED COMPANY,NG
Somnuk Puangpronpitag,MAHASARAKHAM UNIVERSITY,TH
Sonal Agarwal,CISCO SYSTEMS INC,US
Sonali Sharma,AMITY UNIVERSITY,IN
Sonam Lhamo,BHUTAN TELECOM LTD,BT
Song Linjina,BII GROUP HOLDINGS,CN
Song Xiaojuan,ZTE,CN
Song Yu,MEDIATEK INC,TW
Soni Rajan,AMITY UNIVERSITY,IN
Sonny Thorelli,ERICSSON AB,SE
Sonum Mathur,VIASAT,US
Soo Hwan Lee,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Soohong Park,"SAMSUNG ELECTRONICS CO, LTD",KR
Soojung Gwak,NTT,KR
Soon-Choul Kim,ETRI - ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR
Soonhong Kwon,PROTOCOL LABS,KR
Sophia Bekele,CBS INTERNATIONAL,US
Sophia Grundner-Culemann,LUDWIG-MAXIMILIAN-UNIVERSITY,DE
Sophie Durel,ORANGE SA,FR
Sophie Nachman-Ghnassia,ORANGE SA,FR
Sophie Ngassa,CYEED,CM
Sophie Yang,COMMONS HOST,SG
Soren Jensen,"SKYPE, INC",SE
Sorin Faibish,DELL COMPUTER,US
Soshi Sato,"NETWORK VALUE COMPONENTS LTD.,",JP
Sothy Shan,ACKLIO,FR
Sotirios Diamantopoulos,ATHENA RESEARCH CENTER,GR
Souhwan Jung,SOONGSIL UNIVERSITY,KR
Souleymane Diallo,MINISTRY IN CHARGE OF TELECOMMUNICATION,SN
Souleymane Konate,MALIAN RED CROSS,ML
Souleymane Kone,ASSOCIATION LA VOUTE NUBIENNE,AD
Souleymane Sanogo,SAMA-IP,ML
Souleymane Sissoko,IMPERIS SARL,ML
Soumanou Abdou-Ganiou Kpetoni,KPETONI SOUM,BJ
Soumitra Chakraborty,MALLABHUM INSTITUTE OF TECHNOLOGY,IN
Soumya Kanti Datta,EURECOM,FR
Soyong Kim,KYUNGPOOK NATIONAL UNIVERSITY,KR
Spaska Gatzinska,NATIONAL ENDOWMENT FOR DEMOCRACY,US
Spencer Dawkins,WONDER HAMSTER,US
Spencer Sevilla,UNIVERSITY OF WASHINGTON,US
Spencer Shepler,MICROSOFT,US
Spiros Spirou,INTRACOM TELECOM,GR
Spyridon Spyrou,INTRACOM TELECOM,GR
Spyros Denazis,UNIVERSITY OF PATRAS,GR
Sreejith Alathur,"NITK, INDIA",IN
Sreekanth Madhavan,HUAWEI TECHNOLOGIES,IN
Sreekrishna Pandi,TECHNICAL UNIV. OF DRESDEN,DE
Sri Goli,JUNIPER NETWORKS,US
Sri Gundavelli,CISCO SYSTEMS INC,US
Sri Mohana Satya Srinivas Singamsetty,VMWARE,US
Sridharan Ramaswamy,"BROCADE COMMUNICATIONS SYSTEMS, INC",US
Srihari Raghavan,CISCO SYSTEMS INC,IN
Srihari Sangli,JUNIPER NETWORKS,IN
Srijani Podder,MCKV INSTITUTE OF ENGINEERING,IN
Srijit Banerjee,SHARKTEL INFOCOM PVT LTD,IN
Srijith Nair,IISC BANGALORE,IN
Srikanth Chandrasekaran,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,IN
Srikanth Sundaresan,GEORGIA INSTITUTE OF TECHNOLOGY,US
